Name,State_Available,State Name,UNLOC,Country
millstreet,n,nan,iemil,ie
milltown,n,nan,iemtw,ie
milltown malbay,n,nan,iemnm,ie
mitchelstown,n,nan,iemit,ie
moate,n,nan,iemoa,ie
mogeely,n,nan,iemgl,ie
monaghan,n,nan,iemon,ie
monasterboice,n,nan,iembe,ie
monesterevin,n,nan,iemnv,ie
moneypoint,n,nan,iemot,ie
mount bellew,n,nan,iembw,ie
mountmellick,n,nan,iemou,ie
mountrath,n,nan,iemth,ie
moville,n,nan,iemov,ie
moy bridge,n,nan,iemob,ie
moycullen,n,nan,iemoy,ie
mulhurddart,n,nan,iemlt,ie
mullagh,n,nan,iemla,ie
mullagh,n,nan,iemug,ie
mulligan,n,nan,iemll,ie
mullinahone,n,nan,iemue,ie
mullingar,n,nan,iemul,ie
multyfarnham,n,nan,iemlm,ie
murroe,n,nan,iemur,ie
naas,n,nan,ienaa,ie
naul,n,nan,ienul,ie
navan,n,nan,ieauu,ie
nenagh,n,nan,ienen,ie
new ross,n,nan,ienrs,ie
roberscon,n,nan,ienrr,ie
newbliss,n,nan,ienbs,ie
newbridge,n,nan,ienwg,ie
newcastle,n,nan,ienwc,ie
newcastle west,n,nan,ienew,ie
newmarket,n,nan,ienmr,ie
newmarket on fergus,n,nan,ienof,ie
newport,n,nan,ienet,ie
newtonabbey,n,nan,ienay,ie
newtown,n,nan,ienex,ie
newtown mount kennedy,n,nan,ienmk,ie
ocallaghansmills,n,nan,ieoca,ie
oldcastle,n,nan,ienov,ie
oranmore,n,nan,ieone,ie
oughterard,n,nan,ieoug,ie
ovens,n,nan,ieove,ie
palmerston,n,nan,iepms,ie
pandoro terminal,n,nan,iepat,ie
parnell place,n,nan,iepap,ie
passage west,n,nan,iepaw,ie
piltown,n,nan,ieptw,ie
pluckerstown bridge,n,nan,iepbe,ie
portarlington,n,nan,iepor,ie
portglenone,n,nan,iepgn,ie
portlaoise,n,nan,ieptl,ie
portmarnock,n,nan,iepok,ie
portumna,n,nan,iepta,ie
raheenagh,n,nan,ierah,ie
ramelton,n,nan,iertn,ie
rathangan,n,nan,ierng,ie
rathcoole,n,nan,ierco,ie
rathcormack,n,nan,iercc,ie
rathdowney,n,nan,iertd,ie
rathdrum,n,nan,ierdm,ie
rathkeale,n,nan,ierae,ie
rathmore,n,nan,ieram,ie
rathmullan,n,nan,ierat,ie
rathnew,n,nan,ieraw,ie
rathowen,n,nan,iertw,ie
ratoath,n,nan,iertt,ie
redhouse,n,nan,iered,ie
rhode,n,nan,ierho,ie
ringaskiddy,n,nan,ierin,ie
ringaskiddy deepwater terminal,n,nan,ierdt,ie
ringaskiddy passenger terminal,n,nan,ierpt,ie
river moy,n,nan,iervm,ie
riverstown,n,nan,iervt,ie
rockmills,n,nan,iercm,ie
roosky,n,nan,ieroo,ie
roscommon,n,nan,ieron,ie
roscrea,n,nan,iersc,ie
rosenallis,n,nan,ierns,ie
ross carbery,n,nan,iercb,ie
rossaveel,n,nan,ierav,ie
rossaveel,n,nan,iersm,ie
rosses point,n,nan,ierss,ie
rosslare,n,nan,ieroe,ie
rosslare harbour,n,nan,ieros,ie
roundwood,n,nan,ierdw,ie
rushbrooke,n,nan,ierus,ie
saggart,n,nan,iesag,ie
saint margaret's,n,nan,iestm,ie
sallins,n,nan,iesls,ie
salt hill,n,nan,iesal,ie
sandycove,n,nan,iesdn,ie
sandyford,n,nan,iesyf,ie
dublin,n,nan,iesan,ie
scariff,n,nan,iescf,ie
shannon,n,nan,iesnn,ie
shercock,n,nan,iesro,ie
shillelagh,n,nan,ieshg,ie
shrule,n,nan,iesrl,ie
sixmilebridge,n,nan,iesmb,ie
skerries,n,nan,ieske,ie
skibbereen,n,nan,ieskb,ie
skreen,n,nan,ieskr,ie
skryne,n,nan,iesry,ie
skull,n,nan,ieskl,ie
skull,n,nan,iesch,ie
slane,n,nan,iesln,ie
slieveroe,n,nan,iesve,ie
sligo,n,nan,iesli,ie
sligo apt,n,nan,iesxl,ie
sneem,n,nan,iesne,ie
spiddal,n,nan,iennr,ie
st johnston,n,nan,iesjh,ie
new ross,n,nan,iesnr,ie
stradbally,n,nan,iestb,ie
stradone,n,nan,iesdo,ie
straffan,n,nan,iestf,ie
summerhill,n,nan,iesul,ie
swords,n,nan,ieswo,ie
tallaght,n,nan,ietal,ie
tallow,n,nan,ieitw,ie
tarbert,n,nan,ietar,ie
templemore,n,nan,ietem,ie
templeogue,n,nan,ietpg,ie
termonfeckin,n,nan,ietfk,ie
thomastown,n,nan,ietho,ie
thurles,n,nan,iethr,ie
timoleague,n,nan,ietlg,ie
tinahely,n,nan,ietin,ie
tipperary,n,nan,ietpy,ie
tivoli,n,nan,ietiv,ie
tober,n,nan,ietob,ie
togher,n,nan,ietog,ie
drogheda,n,nan,ietrp,ie
drogheda,n,nan,ietqy,ie
tralee,n,nan,ietra,ie
tramore,n,nan,ietme,ie
trim,n,nan,ietri,ie
tuam,n,nan,ieitm,ie
tubbercurry,n,nan,ietub,ie
tulla,n,nan,ietla,ie
tullamore,n,nan,ietul,ie
tullow,n,nan,ietuw,ie
tullylease,n,nan,ietyl,ie
tullynamalra,n,nan,ietln,ie
tynagh,n,nan,ietya,ie
urlingford,n,nan,ieutn,ie
virginia,n,nan,ievir,ie
walkinstown,n,nan,iewal,ie
waterfall,n,nan,iewrl,ie
waterford,n,nan,iewat,ie
waterford city quays,n,nan,iewcq,ie
waterford great island,n,nan,iewgi,ie
watergrasshill,n,nan,iewgh,ie
waterville,n,nan,iewvi,ie
westport,n,nan,iewes,ie
wexford,n,nan,iewex,ie
white's cross,n,nan,iewho,ie
whitegate,n,nan,iewhi,ie
whitestown,n,nan,iewtn,ie
wicklow,n,nan,iewic,ie
wilton,n,nan,iewil,ie
youghal,n,nan,ieyou,ie
'omer,n,nan,ilome,il
abu ghosh,n,nan,ilabu,il
acre,n,nan,ilacr,il
adam,n,nan,iladm,il
adanim,n,nan,iladi,il
afula,n,nan,ilafu,il
akko,n,nan,ilakk,il
alenbi,n,nan,ilaln,il
alon hagalil,n,nan,ilahg,il
alonei abba,n,nan,ilabb,il
alonim,n,nan,ilaim,il
alumot,n,nan,ilalu,il
ami'ad,n,nan,ilamd,il
amir,n,nan,ilami,il
amirim,n,nan,ilamr,il
amminadav,n,nan,ilamm,il
arad,n,nan,iliad,il
arava,n,nan,ilarv,il
arava terminal zin,n,nan,ilzin,il
arbel,n,nan,ilarb,il
arsuf,n,nan,ilasu,il
ashalim,n,nan,ilasa,il
ashdod,n,nan,ilash,il
ashdod bonded,n,nan,ilbxq,il
ashdod bonded air,n,nan,ilasb,il
ashdod conterm,n,nan,ilcxq,il
ashdod fridenson,n,nan,ilasf,il
ashdod granaries,n,nan,ilasm,il
ashdod logisticare,n,nan,ilasl,il
ashdod meshakef,n,nan,ilmas,il
ashdod millennium,n,nan,ilmla,il
ashdod overseas,n,nan,ilovo,il
ashdod overseas 2,n,nan,ilovs,il
ashdod overseas hayovel terminal,n,nan,ilovy,il
ashdod rail terminal,n,nan,ilmra,il
ashdod terminal 207,n,nan,ilmts,il
ashdot ya'akov ihud,n,nan,ilayl,il
ashkelon,n,nan,ilakl,il
atlit,n,nan,ilatt,il
avigdor,n,nan,ilavg,il
avihayil,n,nan,ilavi,il
ayalon valley,n,nan,ilalv,il
ayanot,n,nan,ilaya,il
azor,n,nan,ilazo,il
bahan,n,nan,ilbhn,il
baqa al-gharbiyye,n,nan,ilbag,il
bar'am,n,nan,ilbar,il
barkan industrial park,n,nan,ilbkn,il
bat hefer,n,nan,ilbhe,il
bat shlomo,n,nan,ilbsh,il
bat yam,n,nan,ilbat,il
bazra,n,nan,ilbrz,il
be'er ya'akov,n,nan,ilbee,il
be'eri,n,nan,ilber,il
be'erot yitzhak,n,nan,ilbey,il
beer sheba,n,nan,ilbev,il
beer-tuvia,n,nan,ilbvq,il
beit berl,n,nan,ilbbe,il
beit hashita,n,nan,ilshi,il
beit hashmonay,n,nan,ilbha,il
beit hillel,n,nan,ilhil,il
beit jann,n,nan,ilbjn,il
beit kama,n,nan,ilbei,il
beit nehemia,n,nan,ilbe8,il
beit shean jordan cargo terminal,n,nan,iljct,il
beit shean jordan meshakef,n,nan,ilmjo,il
beit shean rail terminal,n,nan,ilbsr,il
beit yanai,n,nan,ilbya,il
beit zera,n,nan,ilbtz,il
ben gurion international apt,n,nan,ilbga,il
ben shemen,n,nan,ilben,il
bene beraq,n,nan,ilbbk,il
bet dagan,n,nan,ilbtd,il
bet el azari,n,nan,ilbea,il
bet hanan,n,nan,ilbeh,il
bet hananya,n,nan,ilbny,il
bet lehem hagelilit,n,nan,ilbth,il
bet oren,n,nan,ilbor,il
bet she'an,n,nan,ilbet,il
bet shemesh,n,nan,ilbse,il
bet yehoshua,n,nan,ilbye,il
bet zayit,n,nan,ilbza,il
betzet,n,nan,ilbzt,il
binyamina-giv'at ada,n,nan,ilbgv,il
bitanit,n,nan,ilbrn,il
bnei atarot,n,nan,ilbna,il
bnei ayish,n,nan,ilbne,il
bnei brak,n,nan,ilbbr,il
bnei darom,n,nan,ildar,il
bnei dror,n,nan,ilbdr,il
bnei reem,n,nan,ilbre,il
caesarea,n,nan,ilcae,il
dafna,n,nan,ildfn,il
daliyat al karmel,n,nan,ildak,il
daliyya,n,nan,ildiy,il
dan,n,nan,ildan,il
degania,n,nan,ildeg,il
devira,n,nan,ildvi,il
dimona,n,nan,ildim,il
dorot,n,nan,ildor,il
eilabun,n,nan,ileil,il
ein gedi,n,nan,ileig,il
ein shemer,n,nan,ilens,il
ein tzurim,n,nan,ilein,il
ein yahav,n,nan,ileiy,il
elat,n,nan,ileth,il
eliad,n,nan,il2ll,il
emek hefer industrial park,n,nan,ilehf,il
emunim,n,nan,ilemu,il
eshel hanasi,n,nan,ileha,il
eshta'ol,n,nan,ilost,il
even shmuel,n,nan,ilevs,il
even yehuda,n,nan,ileve,il
ga'ash,n,nan,ilgaa,il
gan ner,n,nan,ilgne,il
gan shmuel,n,nan,ilshm,il
gan sorek,n,nan,ilgso,il
gan yavne,n,nan,ilgyv,il
gannot,n,nan,ilgan,il
gat rimmon,n,nan,ilgat,il
gedera,n,nan,ilgda,il
gefen,n,nan,ilgef,il
gezer,n,nan,ilgez,il
ginaton,n,nan,ilgin,il
giv'at koah,n,nan,ilgkt,il
giv'at shmuel,n,nan,ilgsc,il
giv'at shmuel,n,nan,ilgvs,il
givat brenner,n,nan,ilgbi,il
givat haim,n,nan,ilghm,il
givat hashloshah,n,nan,ilgiv,il
glil yam,n,nan,ilgli,il
grofit,n,nan,ilgro,il
gush halav,n,nan,il8uh,il
ha ogen,n,nan,ilhao,il
habonim,n,nan,ilhab,il
hadar 'am,n,nan,ilhdr,il
hadera,n,nan,ilhad,il
hadid,n,nan,ilhdd,il
haifa,n,nan,ilhfa,il
haifa granaries,n,nan,ilhfm,il
haifa israel shipyards port,n,nan,ilmsp,il
haifa meshakef,n,nan,ilmeh,il
haifa overseas,n,nan,ilovr,il
haluza,n,nan,ilhz8,il
hanita,n,nan,ilhaa,il
hatzor haglilit,n,nan,ilhat,il
hayogev,n,nan,ilhyv,il
hazerim,n,nan,ilhae,il
hazor,n,nan,ilhzr,il
hazorea',n,nan,ilhaz,il
herzliyya,n,nan,iliha,il
hod ha'sharon,n,nan,ilhhs,il
tel aviv,n,nan,ilhol,il
hulda,n,nan,ilhul,il
jordan,n,nan,iljor,il
julis,n,nan,iljul,il
kabri,n,nan,ilcab,il
kafr kanna,n,nan,ilkkn,il
kafr qasem,n,nan,ilkaq,il
kafr saba,n,nan,ilkfs,il
kannot,n,nan,ilkan,il
karmei yosef,n,nan,ilky7,il
karmi'el,n,nan,ilcml,il
katzir-harish,n,nan,ilkaz,il
kaukab abu el-hija,n,nan,ilkau,il
kefar aza,n,nan,ilaza,il
kefar bin nun,n,nan,ilkbn,il
kefar blum,n,nan,ilkbl,il
kefar gil'adi,n,nan,ilkgi,il
kefar hamaccabi,n,nan,ilmac,il
kefar hanagid,n,nan,ilkhn,il
kefar malal,n,nan,ilkfa,il
kefar masaryk,n,nan,ilkma,il
kefar sava,n,nan,ilksv,il
kefar szold,n,nan,ilszo,il
kefar vitkin,n,nan,ilvvl,il
kefar vradim,n,nan,ilvra,il
kefar yona,n,nan,ilyon,il
kerem shalom,n,nan,ilkrm,il
kfar azar,n,nan,ilkzr,il
kfar netter,n,nan,ilkfn,il
kfar ruth,n,nan,ilh6k,il
kfar saba,n,nan,ilkls,il
kfar tavor,n,nan,ilkth,il
kfar truman,n,nan,ilktd,il
kfar vitkin,n,nan,ilkfv,il
kibbutz einat,n,nan,ileti,il
kidmat tzvi,n,nan,ilktz,il
kidron,n,nan,ilkid,il
kinneret,n,nan,ilknr,il
kiryat anavim,n,nan,ilktm,il
kiryat ekron,n,nan,ilhm2,il
kiryat motzkin,n,nan,ilkmo,il
kiryat ono,n,nan,ilkno,il
kiryat shmona,n,nan,ilksw,il
kiryat tiv'on,n,nan,ilkit,il
kiryat yam,n,nan,ilkiy,il
kiryat-bialik,n,nan,ilk8b,il
kissufim,n,nan,ilksf,il
kokhav yair-tzur yigal,n,nan,ilkok,il
konetra,n,nan,ilknt,il
kvutzat shiller,n,nan,ilgsm,il
lahav,n,nan,illhv,il
lehawim,n,nan,illhm,il
li on,n,nan,illio,il
lod,n,nan,illod,il
lod overseas,n,nan,ilovl,il
ma'agan michael,n,nan,ilmaa,il
ma'alot-tarshiha,n,nan,iltar,il
ma'anit,n,nan,ilnit,il
ma'ayan tzvi,n,nan,ilmaz,il
ma'galim,n,nan,ilmga,il
maggal,n,nan,ilmgl,il
magshimim,n,nan,ilm8a,il
magen,n,nan,ilmgn,il
lod,n,nan,ilmmn,il
masada,n,nan,ilmtz,il
mashabbe sade,n,nan,ilmsd,il
masu'ot yitzhak,n,nan,ilmuo,il
matan,n,nan,ilmat,il
matula,n,nan,ilmtl,il
mazkeret batya,n,nan,ilmba,il
mazliah,n,nan,ilmzh,il
megadim,n,nan,ilmgd,il
megiddo,n,nan,ilmeg,il
meitar,n,nan,ilmtr,il
merhavya,n,nan,ilmxf,il
mesilot,n,nan,ilmes,il
mevasseret ziyyon,n,nan,ilmzi,il
migdal haemek,n,nan,ilmig,il
migdal tefen,n,nan,iltfn,il
mikhmoret,n,nan,ilmht,il
misgav,n,nan,ilmsg,il
misgav 'am,n,nan,ilmam,il
mishmar david,n,nan,ilmis,il
mishmar ha'emek,n,nan,ilmhk,il
mishmar hanegev,n,nan,ilmhn,il
mishmar hashiv'a,n,nan,ilhas,il
mishmar hayarden,n,nan,ilmhy,il
mishmeret,n,nan,ilmie,il
mishor adumim,n,nan,ilas2,il
mishor rotem,n,nan,ilmso,il
mitspeh ramon,n,nan,ilmip,il
mitzpe netofa,n,nan,ilm9p,il
mizra,n,nan,ilmzr,il
modi'in-maccabim-re'ut,n,nan,ilmod,il
moshav ahisamach,n,nan,ilmva,il
moza illit,n,nan,ilmtt,il
na an,n,nan,ilnaa,il
nabulus,n,nan,ilnab,il
nahal oz,n,nan,ilnhz,il
nahariya,n,nan,ilnhy,il
nahshonim,n,nan,ilnas,il
nazareth,n,nan,ilnaz,il
negba,n,nan,ilneg,il
negev,n,nan,ilgev,il
nehalim,n,nan,ilneh,il
nes ziyyona,n,nan,ilnzy,il
nesher,n,nan,ilnhr,il
netanya,n,nan,ilnat,il
netivot,n,nan,ilnet,il
netzer sereni,n,nan,ilzer,il
nevatim,n,nan,ilnev,il
newe ilan,n,nan,ilnll,il
newe ur,n,nan,ilnur,il
newe yamin,n,nan,ilnwy,il
nir am,n,nan,ilnam,il
nir dawid,n,nan,ilnid,il
nir oz,n,nan,ilnoz,il
nir yitzhak,n,nan,ilyit,il
nir zevi,n,nan,ilnzv,il
nizana,n,nan,ilnzn,il
nizzanim,n,nan,ilnnm,il
ofakim,n,nan,ilofa,il
ofra,n,nan,ilofr,il
olesh,n,nan,ilole,il
or 'aqiva,n,nan,ilora,il
or yehuda,n,nan,iloyh,il
oshrat,n,nan,ilohm,il
ovda,n,nan,ilvda,il
palmachim,n,nan,ilphm,il
pardes hanna,n,nan,ilphh,il
pardesiya,n,nan,ilpdy,il
petah tikva,n,nan,ilpet,il
petah tiqwa,n,nan,ilptq,il
petahya,n,nan,ilpeh,il
post office lod,n,nan,ilpst,il
post offoce modi'in,n,nan,ilpsm,il
qadima,n,nan,ilqad,il
qiryat ata milenium terminal,n,nan,ilovm,il
qiryat bialik,n,nan,ilqyb,il
qiryat gat,n,nan,ilqyt,il
qiryat mal'akhi,n,nan,ilqym,il
qiryat shemona,n,nan,ilqis,il
ra'ananna,n,nan,ilraa,il
rafiach,n,nan,ilrfh,il
rahat,n,nan,ilrht,il
ram-on,n,nan,ilrao,il
ramat david,n,nan,ildav,il
ramat ef al,n,nan,ilrfl,il
ramat gan,n,nan,ilrmg,il
ramat hakovesh,n,nan,ilrhv,il
ramat hasharon,n,nan,ilram,il
ramat hashofet,n,nan,ilrhs,il
ramat hovav,n,nan,ilrho,il
ramat razi'el,n,nan,ilrra,il
ramat yishay,n,nan,ilryy,il
ramat yohanan,n,nan,ilryo,il
ramla,n,nan,ilrml,il
red sea security,n,nan,iltrs,il
regavim,n,nan,ilrgm,il
regba,n,nan,ilrba,il
rehovot,n,nan,ilreh,il
revadim,n,nan,ilrdm,il
revivim,n,nan,ilrvm,il
rishon leziyyon,n,nan,ilrlz,il
rishpon,n,nan,ilrnp,il
rosh ha'ayin,n,nan,ilrha,il
rosh hanikra,n,nan,ilrhn,il
rosh pina,n,nan,ilrpn,il
sakhnin,n,nan,ilskh,il
sasa,n,nan,ilsas,il
savyon,n,nan,ilsvy,il
sde uziyahu,n,nan,ilsde,il
sde warbug,n,nan,ilsil,il
sdot yam,n,nan,ilsdo,il
sedeh boker,n,nan,ilsdb,il
sederot,n,nan,ilsdt,il
sedom,n,nan,ilsed,il
sedot yam,n,nan,ilytd,il
segev shalom,n,nan,ilsgs,il
sha'ar menashe,n,nan,ilmen,il
sha'arei tikva,n,nan,ilstt,il
shahar,n,nan,ilsha,il
shamir,n,nan,ilshr,il
shedema,n,nan,ilsdm,il
shefar'am,n,nan,ilshf,il
shelomi,n,nan,ilslm,il
shizafon,n,nan,ilszf,il
shoham,n,nan,ilsam,il
sukrier,n,nan,ilsuk,il
lod,n,nan,ilsws,il
taba border crossing,n,nan,iltab,il
tel aviv sde dov airport,n,nan,ilsdv,il
tel aviv-yafo,n,nan,iltlv,il
tel lachish,n,nan,illch,il
tel mond,n,nan,ilmon,il
tiberias,n,nan,iltib,il
tirat carmel,n,nan,iltcl,il
tlalim,n,nan,iltlm,il
tnuvot,n,nan,iltnv,il
tur'an,n,nan,iltrn,il
tze'elim,n,nan,iltzm,il
tzofit,n,nan,iltzo,il
tzora,n,nan,ilktj,il
tzoran-kadima,n,nan,iltka,il
tzrifin,n,nan,ilzrf,il
tzur hadassah,n,nan,ilthd,il
udim,n,nan,iludm,il
umm al-fahm,n,nan,ilumm,il
yad hashmona,n,nan,ilyhm,il
yad mordechai,n,nan,ilymd,il
yagel,n,nan,ilygl,il
yakum,n,nan,ilyak,il
yarka,n,nan,ilyrk,il
yavne,n,nan,ilyve,il
yavne'el,n,nan,ilyvl,il
yehiam,n,nan,ilkyz,il
yehud,n,nan,ilyeh,il
yeruham,n,nan,ilyam,il
yiftah,n,nan,ilyif,il
yish'i,n,nan,ilysh,il
yokneam,n,nan,ilykn,il
yotvata,n,nan,ilyot,il
zfat,n,nan,ilzft,il
zichron ya'akow,n,nan,ilzyw,il
zikim,n,nan,ilzkm,il
zippori,n,nan,ilzgp,il
bride,n,nan,imbri,im
castletown,n,nan,imctn,im
douglas,n,nan,imdgs,im
jurby,n,nan,imjby,im
kirkmichale,n,nan,imkir,im
maughold,n,nan,im7mi,im
onchan,n,nan,imohn,im
peel,n,nan,impel,im
port saint mary,n,nan,impsm,im
ramsey,n,nan,imram,im
ronaldsway apt,n,nan,imiom,im
santon,n,nan,imsan,im
"boranada, jodhpur",y,rajasthan,inbrn,in
"panambur, va mangalore",n,nan,inpnm,in
vishakhapatnam,y,andhra pradesh,innrp,in
ahmedabad,y,gujarat,inapi,in
abohar,y,punjab,inabh,in
abu road,y,rajasthan,inabu,in
acharapakkam,y,tamil nadu,inack,in
achra,y,maharashtra,inach,in
dadri,y,uttar pradesh,inapl,in
adakamaranahalli,y,karnataka,inakm,in
adambakkam,y,tamil nadu,inadk,in
kila raipur,y,punjab,inqrp,in
adilabad,y,andhra pradesh,inabd,in
adimali,n,nan,inadl,in
adipur,y,jammu and kashmir,inadp,in
adyar,y,tamil nadu,inady,in
kancheepuram,y,tamil nadu,incja,in
kapashera,y,nct of delhi,inbws,in
agartala,n,nan,inixa,in
agatti island,n,nan,inagx,in
agra,y,uttar pradesh,inagr,in
agucha,y,rajasthan,inaga,in
ahmedabad,y,gujarat,inamd,in
ahmednagar,y,maharashtra,inmum,in
mumbai,y,maharashtra,inbps,in
aizawl,n,nan,inajl,in
ajmer,y,rajasthan,inaji,in
akola,n,nan,inakd,in
alang sby,n,nan,inala,in
alangulam,y,tamil nadu,inagu,in
alibag,y,maharashtra,inabg,in
aligarh,y,uttar pradesh,inalg,in
alipore,y,west bengal,inapr,in
alirajpur,y,madhya pradesh,inali,in
allahabad,n,nan,inixd,in
alleppey,y,kerala,inalf,in
along apt,y,arunachal pradesh,inixv,in
dadri,y,uttar pradesh,inalp,in
alwar,y,rajasthan,inalw,in
ambad,y,maharashtra,inamb,in
ambala cantonment,y,haryana,inact,in
ambatturai,y,tamil nadu,inamr,in
ambernath,n,nan,inabn,in
amethi,y,uttar pradesh,inamt,in
amingaon,y,assam,inamg,in
amini island,y,lakshadweep,inais,in
amritsar,y,punjab,inatq,in
nanguneri,y,tamil nadu,innnn,in
ana,y,rajasthan,inana,in
anand,y,gujarat,inqnb,in
anandpur sahib,y,punjab,inash,in
anantapur,y,andhra pradesh,inaph,in
anaparti,y,andhra pradesh,inapt,in
andheri east,y,maharashtra,inade,in
andorth is,y,lakshadweep,inami,in
androth is,y,lakshadweep,inadi,in
angul,y,odisha,inano,in
anijengo,y,kerala,inang,in
ankleshwar,y,gujarat,inakv,in
anuppur,y,madhya pradesh,inanu,in
lalgadi,y,andhra pradesh,inmea,in
visakhapatnam,y,andhra pradesh,inakp,in
mahabaoobnagar,y,andhra pradesh,ingly,in
medak,y,andhra pradesh,inmde,in
ranga reddy,y,andhra pradesh,infma,in
bangalore,y,karnataka,indlh,in
bhamboli-khed,y,maharashtra,ingrw,in
arakkonam,y,tamil nadu,inark,in
ariyalur,y,tamil nadu,inari,in
arnala,y,maharashtra,inanl,in
aroor,y,kerala,inarr,in
panvel,y,maharashtra,inpnv,in
greater noida,y,uttar pradesh,indar,in
nellore,y,andhra pradesh,inspe,in
aslali,y,gujarat,inasl,in
attari,y,punjab,inatt,in
attari road,y,punjab,inatr,in
attur,y,tamil nadu,inatu,in
auraiya,y,uttar pradesh,inaur,in
aurangabad,y,maharashtra,inawm,in
aurangabad,n,nan,inixu,in
azhikkal,y,kerala,inazk,in
babarpur,y,haryana,inpnp,in
badagara,y,kerala,inbdg,in
badami,y,karnataka,inbbm,in
baddi,y,himachal pradesh,inbdi,in
bagdogra,y,west bengal,inixb,in
baghamara,y,meghalaya,inbgm,in
bahabal pur,y,odisha,inbbp,in
bahadurgarh,y,haryana,inbah,in
baharampur,y,west bengal,inbur,in
bahraich,y,uttar pradesh,inbhh,in
baindur,y,karnataka,inbdr,in
bairgania,y,bihar,inbgu,in
balanagar,y,andhra pradesh,inblg,in
balangir,y,odisha,inbag,in
balasore,y,odisha,inbls,in
balet,y,meghalaya,inblt,in
ballabgarh,y,haryana,inbgh,in
ballia,y,uttar pradesh,inbll,in
balotra,y,rajasthan,inbal,in
balrampur,y,uttar pradesh,inbrr,in
balurghat,n,nan,inrgh,in
banbasa,y,uttar pradesh,inbsa,in
banddar,y,andhra pradesh,inbnd,in
bandra,y,maharashtra,inbda,in
bangalore,y,karnataka,inblr,in
bangarapet,y,karnataka,inbpt,in
bankot,y,maharashtra,inbkt,in
bankura,y,west bengal,inbkr,in
banswara,y,rajasthan,inban,in
baramati,y,maharashtra,inbrt,in
baran,y,rajasthan,inbaa,in
barauni,y,bihar,inbni,in
barbil,y,odisha,inrra,in
bardhaman,y,west bengal,inbae,in
bareilly,y,uttar pradesh,inbek,in
bargarh,y,odisha,inbrg,in
bargawan,y,madhya pradesh,inbmp,in
bari brahmana,y,jammu and kashmir,inbbh,in
barmer,y,rajasthan,inbmr,in
barnala,y,punjab,inbar,in
baroda,y,gujarat,inbrc,in
barotiwala,y,uttar pradesh,inuph,in
barpeta,y,assam,inbrp,in
barsora,y,meghalaya,inbra,in
barwala,y,uttar pradesh,inbwl,in
basni,y,rajasthan,injux,in
bassain,y,maharashtra,inbsn,in
basti,y,uttar pradesh,inbas,in
bathinda,y,punjab,inbtd,in
bauda,y,odisha,inbou,in
bawal,y,haryana,inbaw,in
kundalahalli,y,karnataka,inkjr,in
bangalore,y,karnataka,inkjm,in
bedi,y,gujarat,inbed,in
beed,y,maharashtra,inbee,in
belapur,y,maharashtra,inblp,in
belekeri,y,karnataka,inblk,in
belgaum,n,nan,inixg,in
bellary,n,nan,inbep,in
beltola,y,assam,inbtl,in
berhni,y,uttar pradesh,inbny,in
betul,y,madhya pradesh,inbel,in
betul,y,goa,inbet,in
beypore,y,kerala,inbey,in
beyt,y,gujarat,inbyt,in
bhaddi,y,punjab,inbad,in
bhadohi,y,uttar pradesh,inbdh,in
bhadrakh,y,odisha,inbhk,in
bhagwa,y,gujarat,inbgw,in
bhagwanpur,y,uttarakhand,inbhp,in
bharatpur,y,rajasthan,inbha,in
bharuch,y,gujarat,inbru,in
bhatinda,y,punjab,inbup,in
bhatkal,y,karnataka,inbtk,in
bhavnagar,y,gujarat,inbhu,in
bhawanigarh,y,punjab,inbhw,in
bhayandar,y,maharashtra,inbyd,in
bheemunipatnam,y,andhra pradesh,inbhm,in
bhetapara,y,assam,inbtp,in
bhilad,y,madhya pradesh,inbil,in
bhilai,y,madhya pradesh,inbhi,in
bhilwara,y,rajasthan,inbhl,in
bhimasar,y,gujarat,in9bh,in
bhimavaram,y,andhra pradesh,inbmv,in
bhimnagar,y,bihar,inbnr,in
bhind,y,madhya pradesh,inbhn,in
bhithamore,y,bihar,inbtm,in
bhiwadi,y,rajasthan,inbwd,in
bhiwandi,y,maharashtra,inbwn,in
bhiwani,y,haryana,inbw2,in
viramgam,y,gujarat,invgr,in
bhopal,y,madhya pradesh,inbho,in
bhubaneswar,y,odisha,inbbi,in
bhuj,n,nan,inbhj,in
bhusawal,y,maharashtra,inbsl,in
visakhapatnam,y,andhra pradesh,inakb,in
bidar,y,karnataka,inbid,in
bijapur,y,karnataka,inbjp,in
bikaner,n,nan,inbkb,in
bikaner,y,rajasthan,inbri,in
bilaspur,n,nan,inpab,in
bilimora,y,gujarat,inblm,in
bangalore,y,karnataka,insbc,in
birpara lcs,y,west bengal,indlo,in
bistupur,y,jharkhand,inbpr,in
bitra is,y,lakshadweep,inbtr,in
bokaro steel city,y,jharkhand,inbsc,in
bolanganj,y,meghalaya,inbol,in
bongaigaon,y,assam,inbon,in
bonthapally,y,telangana,inbop,in
borawar,y,rajasthan,inbwr,in
nagpur,y,maharashtra,inbok,in
borliai-mandla,y,maharashtra,inbrm,in
borya,y,maharashtra,inbry,in
broach,y,gujarat,inbrh,in
pune,y,maharashtra,inpnb,in
budaun,y,uttar pradesh,inbuu,in
budge-budge,y,west bengal,inbud,in
bulsar,y,gujarat,inbsr,in
bundala,y,punjab,inbun,in
nagpur,y,maharashtra,inngb,in
calingapatam,y,andhra pradesh,incap,in
cambay,y,gujarat,incam,in
