Name,State_Available,State Name,UNLOC,Country
cannanore,y,kerala,incnn,in
car nicobar,n,nan,incbd,in
carijam,n,nan,incar,in
tuticorin,y,tamil nadu,intnc,in
ahmadabad,y,gujarat,inadc,in
visakhapatnam,y,andhra pradesh,inspc,in
dadri,y,uttar pradesh,incpc,in
ahmadabad,y,gujarat,inadr,in
chakan,y,maharashtra,inckn,in
champai,y,mizoram,inchp,in
chamurci,y,sikkim,inchm,in
chanasma,y,gujarat,incsm,in
chandbali,y,odisha,incbl,in
chandigarh,y,punjab,inixc,in
chandrapur,y,maharashtra,incha,in
changanacherry,y,kerala,inchg,in
changrabandha,y,west bengal,incrb,in
chapora,y,goa,inchr,in
chattrapati shivaji international apt,y,maharashtra,incsi,in
samrala,y,punjab,incpr,in
chengalpattu,y,tamil nadu,incpu,in
chengannur,y,kerala,incgn,in
chennai,y,tamil nadu,inmaa,in
chetlat is,y,lakshadweep,incti,in
chetpet,y,tamil nadu,inpuz,in
vellore,y,tamil nadu,invtc,in
vadodora,y,gujarat,inchn,in
chhatarpur,y,madhya pradesh,inchh,in
chidambaram,y,tamil nadu,incdm,in
chikaballur,y,andaman and nicobar islands,inchi,in
chikalthana,n,nan,inckh,in
chimakurthy,y,andhra pradesh,inchy,in
chinchvad,y,maharashtra,inchv,in
chinchwad station,y,maharashtra,incst,in
coimbatore,y,tamil nadu,incbc,in
chiplun,y,maharashtra,incpl,in
chirala,y,andhra pradesh,inclx,in
chirawa,y,rajasthan,inchw,in
chirkunda,n,nan,incka,in
chittoor,y,andhra pradesh,incht,in
chittorgarh,y,rajasthan,incho,in
cholapuram,y,tamil nadu,inchs,in
choolai,y,tamil nadu,inchl,in
churu,y,rajasthan,inchu,in
thimmapur,y,andhra pradesh,intmx,in
cochin,y,kerala,incok,in
coimbatore,y,tamil nadu,incjb,in
colochel,n,nan,incol,in
balasore,y,odisha,inble,in
jharsuguda,y,odisha,injsg,in
mihan,y,maharashtra,inkpk,in
nayaraipur,y,chhattisgarh,inrml,in
ballabhgarh,y,haryana,inbvc,in
contai,y,west bengal,incon,in
cooch behar,n,nan,incoh,in
coondapur,y,karnataka,incoo,in
coonoor,y,tamil nadu,incnr,in
cornwallis,y,andaman and nicobar islands,incrn,in
cossipore,y,west bengal,incos,in
siruseri,y,tamil nadu,intbc,in
cuddalore,y,tamil nadu,incdl,in
cuddapah,n,nan,incdp,in
cuttack,y,odisha,incut,in
dabhol port,y,maharashtra,indhp,in
dabolim,y,goa,indrl,in
dadra,y,gujarat,indad,in
dadri,y,uttar pradesh,indri,in
dadri container terminal,y,uttar pradesh,indct,in
noida,y,uttar pradesh,inder,in
dahanu,y,maharashtra,indhu,in
dahej,y,gujarat,indah,in
dahez sez,y,gujarat,inbhd,in
dalu,y,meghalaya,indlu,in
daman,n,nan,indam,in
damoh,y,madhya pradesh,indao,in
dantiwara,y,maharashtra,indtw,in
daparizo,n,nan,indae,in
dappar,y,punjab,indpr,in
darjeeling,n,nan,indai,in
darranga,y,assam,indrg,in
dashrath puri,y,nct of delhi,indra,in
dasrath,y,odisha,inrtr,in
datia,y,madhya pradesh,indat,in
daulatabad,y,maharashtra,indlb,in
dausa,y,rajasthan,indau,in
dawki,y,meghalaya,indwk,in
chandigarh,y,haryana,incdd,in
chandigarh,y,haryana,incdc,in
deesa,y,gujarat,indee,in
dehra dun,y,uttarakhand,inded,in
dehri,y,bihar,inhri,in
kurubarapalli,y,tamil nadu,inkml,in
delhi,y,nct of delhi,indel,in
demagir,y,nagaland,indmr,in
deogad,y,maharashtra,indeg,in
deogarh,y,odisha,indeb,in
deoria,y,uttar pradesh,indeo,in
deparizo,n,nan,indep,in
dera bassi,y,punjab,indba,in
tiruchirappalli,y,tamil nadu,indtm,in
dewas,y,madhya pradesh,indew,in
dhalaighat,y,tripura,indhl,in
dhamara,y,odisha,indma,in
dhamra port,y,odisha,indmq,in
dhanbad,n,nan,indbd,in
indore,y,madhya pradesh,indha,in
dhanu-shkodi,y,tamil nadu,indsk,in
dhar,y,himachal pradesh,inhrd,in
dharamsala,n,nan,indhm,in
dharamtar,y,maharashtra,indmt,in
dharapuram,y,tamil nadu,indpm,in
dharchula,y,uttar pradesh,indla,in
dharmapuri,y,tamil nadu,indpi,in
dharuhera,y,haryana,indrh,in
dharwad,y,karnataka,indhw,in
dhemaji,y,assam,indhe,in
dhenkanal,y,odisha,indnk,in
dholera,y,gujarat,indhr,in
dholka,y,gujarat,indhk,in
dholpur,y,rajasthan,indho,in
dhubri steamerghat,y,assam,indhb,in
dhule,y,maharashtra,indle,in
dibrugarh,n,nan,indib,in
dighi,y,maharashtra,indig,in
dimapur,n,nan,indmu,in
dindigul,y,tamil nadu,indil,in
dindori,y,madhya pradesh,indin,in
kalyangadh,y,gujarat,invld,in
diu,n,nan,indiu,in
div,y,gujarat,indiv,in
kancheepuram,y,tamil nadu,incjd,in
visakhapatnam,y,andhra pradesh,invzm,in
ranga reddy,y,andhra pradesh,inlps,in
dungapur,y,rajasthan,indgp,in
durgapur,y,west bengal,indur,in
dwarka,y,gujarat,indwa,in
dwarka,y,gujarat,indrk,in
amreli,y,gujarat,injbl,in
coimbatore,y,tamil nadu,incec,in
kancheepuram,y,tamil nadu,incje,in
krishnagiri,y,tamil nadu,inhsa,in
madurai-i,y,tamil nadu,inmec,in
madurai-ii,y,tamil nadu,inmdc,in
salem,y,tamil nadu,insxe,in
tiruchirapalli,y,tamil nadu,intpj,in
gangaikondan,y,tamil nadu,inmae,in
edappally,y,kerala,inedp,in
egmore,y,tamil nadu,ingmr,in
pune,y,maharashtra,inpek,in
eloor,y,kerala,ineor,in
elphinstone harbour,y,andaman and nicobar islands,inesh,in
eluru,y,andhra pradesh,inelu,in
ennore,y,tamil nadu,inenr,in
kharadi,y,maharashtra,inpue,in
ernakulam,y,kerala,inekm,in
erode,y,tamil nadu,inero,in
kancheepuram,y,tamil nadu,incge,in
etah,y,uttar pradesh,ineta,in
erode,y,tamil nadu,inukl,in
kutch,y,gujarat,inbco,in
srinagar&raviryal,y,andhra pradesh,inurf,in
falta,y,west bengal,inflt,in
farakka,n,nan,infar,in
faridabad,y,haryana,infbd,in
faridabad,y,haryana,infbe,in
faridkot,y,punjab,infrd,in
fatehgarh sahib,y,punjab,infts,in
fatehpur,y,uttar pradesh,inftp,in
kancheepuram,y,tamil nadu,incfi,in
firozabad,y,uttar pradesh,infzd,in
firozpur,y,punjab,infir,in
thirruvallur,y,tamil nadu,ingdp,in
bhopal,y,madhya pradesh,inbpl,in
patna,y,bihar,inpnf,in
ranchi,y,jharkhand,inrnc,in
chennai,y,tamil nadu,infch,in
sriperumbudur,y,tamil nadu,incjf,in
gajapati,y,odisha,ingjp,in
gajraula,y,uttar pradesh,inguj,in
galgalia,y,bihar,ingal,in
ganderbal,y,jammu and kashmir,ingab,in
gandhar,n,nan,ingan,in
gandhidham,y,gujarat,ingin,in
gandhinagar,y,gujarat,ingdh,in
ganganagar,y,rajasthan,inggr,in
gangavaram,y,andhra pradesh,inggv,in
gangtok,y,sikkim,ingat,in
ganjam,y,odisha,ingaj,in
garden reach,y,west bengal,ingrr,in
garhi harsaru,y,haryana,inghr,in
garhwa,y,jharkhand,ingwa,in
gauhati,y,assam,ingau,in
gauriphanta,y,uttar pradesh,ingai,in
gautam budh nagar,y,uttar pradesh,ingnu,in
gaya,n,nan,ingay,in
gede,y,west bengal,inged,in
getandah,y,west bengal,ingtz,in
ghasuapara,y,meghalaya,inghp,in
ghaziabad,y,uttar pradesh,ingzb,in
surat,y,gujarat,inudn,in
ghogha,y,gujarat,ingha,in
ghojadanga,y,west bengal,ingjx,in
gandhinagar,y,gujarat,ingng,in
gidderbaha,y,punjab,ingdb,in
ahmadabad,y,gujarat,inadg,in
gitaldah road,y,assam,ingtg,in
mamidipally,y,andhra pradesh,inurg,in
goa,n,nan,ingoi,in
goalpara,y,assam,ingoa,in
bangalore,y,karnataka,inheb,in
godhra,y,gujarat,ingah,in
gogha,y,gujarat,ingga,in
golaghat,y,assam,ingol,in
golakganj,y,assam,ingkj,in
gonda,y,uttar pradesh,ingon,in
gondia,y,maharashtra,ingda,in
gopalpur,y,haryana,ingpp,in
gopalpur,y,odisha,ingpr,in
gorakhpur,y,uttar pradesh,ingop,in
gurgaon,y,haryana,ingnp,in
greater nodia,y,uttar pradesh,ingnd,in
greater noida,y,uttar pradesh,ingno,in
ballabhgarh,y,haryana,inbfr,in
sahnwewal,y,punjab,insgf,in
gulabpura,y,rajasthan,ingul,in
gulbarga,y,karnataka,ingba,in
gumla,y,jharkhand,ingua,in
gummidipoondi,y,andaman and nicobar islands,ingum,in
gummidipundi,y,tamil nadu,ingmm,in
guna,n,nan,ingux,in
gunji,y,uttar pradesh,ingji,in
guntur,y,andhra pradesh,ingtr,in
gurdaspur,y,punjab,ingdr,in
gurgaon,y,haryana,inggn,in
gurgaon,y,maharashtra,inhhg,in
guwahati,y,assam,ingaw,in
gwalior,y,madhya pradesh,ingwl,in
gudur,n,nan,ingud,in
hailakandi,y,assam,inhai,in
haldia,y,west bengal,inhal,in
haldibari,y,assam,inhld,in
halol,y,gujarat,inhlo,in
hangarkatta,y,karnataka,inhgt,in
hanumangarh,y,rajasthan,inhgh,in
haora,y,west bengal,inhra,in
harda,y,madhya pradesh,inhaa,in
hardoi,y,uttar pradesh,inhao,in
harnai,y,maharashtra,inhrn,in
haryana,y,haryana,inhar,in
hassan,y,karnataka,inhas,in
hatisar,y,assam,inhts,in
hazira,y,haryana,inhzr,in
surat,y,gujarat,inhza,in
lucknow,y,uttar pradesh,inlch,in
hemnagar lcs,y,west bengal,inhnd,in
ranga reddy,y,andhra pradesh,infmh,in
hilli,y,west bengal,inhli,in
himachal pradesh,y,andaman and nicobar islands,inhip,in
himatnagar,y,gujarat,inhng,in
karauli,y,rajasthan,inhan,in
hindupur,y,andhra pradesh,inhdr,in
hingalganj,y,west bengal,inhgl,in
hingoli,y,maharashtra,inhin,in
visakhapatnam,y,andhra pradesh,intni,in
hirapur,y,chhattisgarh,inhpr,in
kancheepuram,y,tamil nadu,intbh,in
hissar,n,nan,inhss,in
mumbai,y,maharashtra,invkh,in
honavar,y,karnataka,inhon,in
honawar,y,karnataka,inhwr,in
hoshiarpur,y,punjab,inhos,in
hospet,y,karnataka,inhpt,in
hosur,y,karnataka,inhsr,in
hosur icd,y,tamil nadu,inhsu,in
howrah,y,west bengal,inhow,in
siruseri,y,tamil nadu,intbs,in
hubli,n,nan,inhbx,in
kadayam,y,tamil nadu,intsi,in
hyderabad,y,telangana,inhyd,in
khurja,y,uttar pradesh,inaik,in
jajpur,y,odisha,injjk,in
idukki,y,kerala,inidu,in
kancheepuram,y,tamil nadu,incji,in
kodur-settipali,y,andhra pradesh,inpkd,in
thane,y,maharashtra,inaii,in
indore,y,madhya pradesh,inini,in
hubli,y,karnataka,indwr,in
imphal,y,manipur,inimf,in
indapur,y,maharashtra,inndp,in
indore,y,madhya pradesh,inidr,in
indrad,y,gujarat,inind,in
koratty,y,kerala,inknk,in
begur hobli,y,karnataka,inhle,in
dadri,y,uttar pradesh,indef,in
indore,y,madhya pradesh,ininn,in
mohali,y,punjab,insas,in
ingau,y,uttar pradesh,ingbn,in
irungattukottai,y,tamil nadu,iniru,in
irungattukottai-ilp-icd,y,tamil nadu,inilp,in
islampur,y,west bengal,inisp,in
ulwe,y,maharashtra,inbau,in
ulwe,y,maharashtra,inbai,in
ulwe,y,maharashtra,inbat,in
kalamboli,y,maharashtra,inkln,in
itanagar,y,arunachal pradesh,inita,in
pune,y,maharashtra,inpit,in
ranga reddy,y,andhra pradesh,ingti,in
whitefield,y,karnataka,inwft,in
jabalpur,n,nan,injlr,in
jadcheria,y,andhra pradesh,injch,in
jafarabad,y,gujarat,injbd,in
jagatdal,y,west bengal,injtd,in
jagatsinghpur,y,odisha,injag,in
jagdalpur,n,nan,injgb,in
jahanabad,y,bihar,injhd,in
jaigad,y,maharashtra,injgd,in
jaigaon,y,west bengal,injig,in
jaipur,y,rajasthan,injai,in
jaipur-kanakpura,n,nan,inkku,in
jaipur-sitapura,y,rajasthan,injsz,in
jaisalmer,n,nan,injsa,in
jaitapur,y,maharashtra,injtp,in
jajpur,y,odisha,injaj,in
jakhau,y,gujarat,injak,in
jalandhar,y,punjab,injuc,in
jalgaon,y,maharashtra,injal,in
jalna,y,maharashtra,injan,in
jalore,y,rajasthan,injao,in
jalpaiguri,y,west bengal,injpg,in
jammu,y,jammu and kashmir,inixj,in
jamnagar,n,nan,injga,in
jamshedpur,y,jharkhand,inixw,in
janaula,y,haryana,injnl,in
jarwa,y,uttar pradesh,injwa,in
jaunpur,y,uttar pradesh,injpr,in
jawaharlal nehru,y,maharashtra,innsa,in
jayanagar,y,bihar,injay,in
jehanabad,y,bihar,injad,in
jeypore,n,nan,inpyb,in
sriperumbudur,y,tamil nadu,incjg,in
jhabua,y,madhya pradesh,injhb,in
jhagadia,y,gujarat,injha,in
jhajjar,y,haryana,injjr,in
jhalawar,y,rajasthan,injlw,in
jharsuguda,y,odisha,injhr,in
jhulaghat,y,uttar pradesh,injho,in
jhunjhunu,y,rajasthan,injjn,in
jind,y,haryana,injin,in
mannur,y,tamil nadu,incjj,in
jodhpur,y,gujarat,injdg,in
jodhpur,y,rajasthan,injdh,in
jodhpur-bhagat ki kothi,n,nan,inbgk,in
jodhpur-thar,n,nan,intha,in
jodia,y,gujarat,injda,in
jogbani,y,bihar,injbn,in
johdpur icd,y,rajasthan,inric,in
jorhat,n,nan,injrh,in
vilayat,y,gujarat,inbhc,in
jullundur,y,punjab,inqju,in
junagadh,y,gujarat,injun,in
kachigam,n,nan,inkgm,in
kadmat is,y,lakshadweep,inkdi,in
kagal,y,maharashtra,inkag,in
kaikalur,y,andhra pradesh,inkkl,in
kailashahar,n,nan,inixh,in
kakarahawa lcs,y,uttar pradesh,inkwh,in
kakinada,y,andhra pradesh,inkak,in
kakkanad,n,nan,inkkk,in
kakrala,y,punjab,inkra,in
kala amb,y,himachal pradesh,inkaa,in
kalahandi,y,odisha,inkhn,in
kalamboli,y,maharashtra,inkle,in
kallai,y,kerala,inkal,in
kalpeni island,y,lakshadweep,inkpi,in
kalyan,y,maharashtra,inkly,in
kamalpur,n,nan,inixq,in
kamardwisa lcs,y,assam,inpbl,in
kampur,y,assam,inkam,in
kanakapura,y,karnataka,inkkp,in
kanara,y,karnataka,inmab,in
kanchipuram,y,tamil nadu,inkcp,in
kandhamal,y,odisha,inkhl,in
kandla,y,gujarat,inixy,in
gandhidham,y,gujarat,inkdl,in
sahnewal,y,punjab,insni,in
kangra,y,himachal pradesh,ingra,in
kankudy,y,kerala,inknd,in
kannur,y,kerala,inknn,in
kanpur,y,uttar pradesh,inknu,in
kansbahal,y,odisha,inkbs,in
kanyakumari,y,tamil nadu,inkkm,in
kapadra,y,gujarat,inkap,in
kapurthala,y,punjab,inkpt,in
karaikal,y,puducherry,inkrk,in
karamadi,y,tamil nadu,inutq,in
karamsad,y,gujarat,inkmd,in
karanja,y,maharashtra,inkrn,in
karauli,y,rajasthan,inkau,in
karbi anglong,y,assam,inkan,in
karedu,y,andhra pradesh,inkdd,in
karegaon,y,maharashtra,inkrg,in
karimganj,y,assam,inkim,in
karimnagar,y,andhra pradesh,inkmr,in
karnal,n,nan,inkrl,in
karur,y,tamil nadu,inkar,in
karwar,y,karnataka,inkrw,in
kasargod,y,kerala,inksg,in
kashipur,y,uttarakhand,inksr,in
kasrawad,y,madhya pradesh,inkwd,in
katarniyaghat,y,uttar pradesh,inktg,in
kathinhar,y,bihar,inktr,in
alwar,y,rajasthan,incml,in
katni,y,madhya pradesh,inkai,in
kattupalli,y,tamil nadu,inkat,in
kattupalli port,y,tamil nadu,inktp,in
kavaram is,y,lakshadweep,inkvt,in
kavi,y,gujarat,inkvi,in
bangalore,y,karnataka,inbnc,in
kel sahar subdivision,y,tripura,inkel,in
kelshi,y,maharashtra,inksh,in
kelwa,y,maharashtra,inkiw,in
kendrapara,y,odisha,inknp,in
kendujhar,y,odisha,inkhr,in
keonjhar,y,odisha,inkeo,in
madurai,y,tamil nadu,inmdu,in
keshod,n,nan,inixk,in
khajuraho,n,nan,inhjr,in
khalapur,y,maharashtra,inklp,in
khambhaliya,y,gujarat,inkhi,in
khambhat,y,gujarat,inkbt,in
khamgaon,y,maharashtra,inkga,in
khammam,y,andhra pradesh,inkhm,in
khandsha,y,haryana,inkhs,in
kharagpur,y,west bengal,inkgr,in
kharsawan,y,jharkhand,inwsi,in
khatauli,y,uttar pradesh,inkhu,in
khatima,y,uttar pradesh,inkha,in
kheda,y,gujarat,inkhe,in
dhar,y,madhya pradesh,inkhd,in
kheri,y,uttar pradesh,inlah,in
khodiyar,y,gujarat,inkho,in
khopoli,n,nan,inkpl,in
khopta,n,nan,inkhp,in
khowai,n,nan,inixn,in
khowaighat,y,tripura,inkwg,in
khunwa,y,uttar pradesh,inkwa,in
hassan,y,karnataka,inhsf,in
hassan,y,karnataka,inhsp,in
hassan,y,karnataka,inhst,in
kilakari,y,tamil nadu,inkkr,in
kiltan is,y,lakshadweep,inkti,in
thiruvananthapuram,y,kerala,intvc,in
kozhikkode,y,kerala,incct,in
kharadi,y,maharashtra,inpui,in
kiranpani,y,maharashtra,inkrp,in
kishtwar,y,jammu and kashmir,inkit,in
panki,y,uttar pradesh,inpnk,in
kochi,y,kerala,inkoc,in
kodambakkam,y,tamil nadu,inkdm,in
kodarma,y,jharkhand,inkda,in
kodinar,y,gujarat,inkod,in
kodungallur,y,kerala,inkdr,in
koheshwar,y,gujarat,inktw,in
koilthottum,y,kerala,inkoi,in
koka,y,gujarat,inkok,in
kokrajhar,y,assam,inkor,in
kolabira,y,odisha,inkol,in
kolar,y,karnataka,inklr,in
kolhapur,y,maharashtra,inklh,in
kolkata,y,west bengal,inccu,in
bantala,y,west bengal,inbnk,in
kollam,y,kerala,inkuk,in
konakanchi,y,andhra pradesh,inkci,in
konarak,y,karnataka,inkon,in
kondiapetnam,y,kerala,inkdp,in
koraput,y,odisha,inkrt,in
koregaon,y,maharashtra,inkgn,in
kota,y,rajasthan,inktu,in
kotawalighat,y,west bengal,inmhd,in
kotda,y,gujarat,inktd,in
kothagudem,y,andhra pradesh,inkot,in
kottayam,y,kerala,inkym,in
kottivakkam,y,tamil nadu,inktt,in
kovalam,y,kerala,inkvl,in
kovilpatti,y,tamil nadu,invpt,in
koyambedu,y,tamil nadu,inkyd,in
kozhikode,y,kerala,inccj,in
kril icd,y,gujarat,inkbc,in
pali,y,haryana,inpkr,in
krishnagiri,y,tamil nadu,inkgi,in
krishnapatnam,y,andhra pradesh,inkri,in
kakinada,y,andhra pradesh,incoa,in
kulasekarapanam,y,tamil nadu,inksp,in
kulgam,y,jammu and kashmir,inkul,in
kulkuli lcs,y,west bengal,inkma,in
kulu,n,nan,inkuu,in
kumbakonam,y,tamil nadu,inkbm,in
kumbharu,y,maharashtra,inkmb,in
kumhrar,y,bihar,inkmh,in
kunauli,y,bihar,inknl,in
kundapur,y,andhra pradesh,inkud,in
kundla,y,gujarat,inkun,in
kundli,y,haryana,inkui,in
kushinagar,y,uttar pradesh,inkus,in
lakhimpur,y,assam,inlim,in
lakshadweep,y,lakshadweep,inlwp,in
lalakua,y,andaman and nicobar islands,inlak,in
lalgola town,y,west bengal,inlgl,in
lalru,y,punjab,inlal,in
bangalore north,y,karnataka,inynt,in
bangalore north,y,karnataka,inynl,in
lapanga,y,odisha,inlng,in
latu bazar,y,assam,inltb,in
latur,y,maharashtra,inlat,in
laukaha lcs,y,bihar,inlkq,in
leapuram,y,kerala,inlpr,in
leh,n,nan,inixl,in
lilabari,n,nan,inixi,in
navi mumbai,y,maharashtra,ingnl,in
marripalem,y,andhra pradesh,ingnr,in
lkoyali,n,nan,inkoy,in
lohardaga,y,bihar,inloh,in
loksan lcs,y,west bengal,incrx,in
loni,y,maharashtra,inlni,in
loni,y,uttar pradesh,inlon,in
loni kalbhor,y,maharashtra,inlkh,in
chaziabad,y,uttar pradesh,innoi,in
rajnandgaon,y,chandigarh,inrjn,in
tiruvallur,y,tamil nadu,intlt,in
lucknow,y,uttar pradesh,inlko,in
ludhiana,y,punjab,inluh,in
machhiwara,y,punjab,inmcc,in
madanganj,y,rajasthan,inmgj,in
nagpur,y,maharashtra,inkrm,in
madgaon,y,goa,inmrg,in
madho singhana,y,haryana,inmsh,in
allahabad,y,uttar pradesh,inmbs,in
madurai,y,tamil nadu,inixm,in
maduranthakam,y,tamil nadu,inmdt,in
magadi,y,karnataka,inmag,in
magdalla,y,gujarat,inmda,in
mahad,y,maharashtra,inhad,in
maharajganj,y,uttar pradesh,inmaj,in
mahbubnagar,y,andhra pradesh,inmhb,in
mahe,y,puducherry,inmah,in
mahendraganj,y,meghalaya,inmgh,in
mahesana,y,gujarat,inmsa,in
mahisasan,y,assam,inmhn,in
mahurighat,y,tripura,inmhg,in
mahuva,y,gujarat,inmha,in
mainpuri,y,uttar pradesh,inmpi,in
makrana,y,rajasthan,inmkn,in
malanpur,y,madhya pradesh,inmpr,in
malappuram,y,kerala,inmrk,in
malda,n,nan,inlda,in
maliwada,y,maharashtra,inmwa,in
mallipuram,y,kerala,inmlp,in
malpe,y,karnataka,inmal,in
malur,y,karnataka,inmlr,in
malwan,y,maharashtra,inmlw,in
manali,y,himachal pradesh,inmni,in
manalithara,y,kerala,inmnt,in
manapakkam,y,tamil nadu,inmkk,in
mandapam,y,tamil nadu,inmdp,in
mandideep,y,madhya pradesh,inmnp,in
mandsaur,y,madhya pradesh,inman,in
mandwa,y,maharashtra,inmnw,in
mangalore,y,karnataka,inixe,in
mangalore,y,karnataka,inmai,in
mangalore sez,y,karnataka,inmaq,in
mangrol,y,gujarat,inmgr,in
manikarchar,y,assam,inmkc,in
manori,y,maharashtra,inmnr,in
mansa,y,punjab,inmns,in
manu,y,assam,inmnu,in
marmagao,y,goa,inmrm,in
marmugao,y,goa,inmrm,in
maroli,y,gujarat,inmli,in
masulipatnam,y,andhra pradesh,inmap,in
mathilakam,y,kerala,inmkm,in
mathura,y,uttar pradesh,inmat,in
mau,y,uttar pradesh,inmau,in
mavalli,y,karnataka,inmav,in
mayabandar,y,andaman and nicobar islands,inmyb,in
mayiladuthurai,y,tamil nadu,inmyd,in
mayurbhanj,y,odisha,inmyn,in
meadows,y,andaman and nicobar islands,inmdw,in
medinipur,y,west bengal,inmed,in
meerut,y,uttar pradesh,inmer,in
metia bruz,y,west bengal,inmbz,in
mettupalayam,y,tamil nadu,inmtt,in
mettur,y,tamil nadu,inmtr,in
metwad,y,gujarat,inmtw,in
minicoi i,y,kerala,inmci,in
miraj,y,maharashtra,inmrj,in
mithivirdi,y,gujarat,inmri,in
yelahanka hobli,y,karnataka,inyna,in
yelahanka hobli,y,karnataka,inyma,in
ghaziabad,y,uttar pradesh,inmuz,in
moga,y,punjab,inmog,in
mohali,y,maharashtra,inmhi,in
mohanbari,n,nan,inmoh,in
mora,y,maharashtra,inmra,in
moradabad,y,uttar pradesh,inmor,in
morbi,y,gujarat,inmob,in
moreh,y,meghalaya,inmre,in
morena,y,madhya pradesh,inmoe,in
morigaon,y,assam,inmar,in
ahmadabad,y,gujarat,inadm,in
pune,y,maharashtra,inpmt,in
muhammadpur,y,haryana,inmhp,in
mul dwarka,y,gujarat,inmdk,in
mulgund,y,karnataka,inmul,in
dronagiri,y,maharashtra,inbap,in
kalamboli,y,maharashtra,inklm,in
ulwe,y,maharashtra,inbam,in
mulund,n,nan,inmuu,in
mumbai,y,maharashtra,inbom,in
munabao,y,rajasthan,inmnb,in
mundra,y,gujarat,inmun,in
mundra port sez,y,gujarat,inajm,in
munger,y,bihar,inmug,in
murad,y,maharashtra,inmur,in
muzaffarnagar,n,nan,inmza,in
muzaffarpur,n,nan,inmzu,in
chengalpattu,y,tamil nadu,incga,in
chengalpattu,y,tamil nadu,incgl,in
chengalpattu,y,tamil nadu,incgi,in
mylapore,y,tamil nadu,inmyr,in
mysore,n,nan,inmyq,in
mandvi,y,gujarat,inmdv,in
nabarangapur,y,odisha,innab,in
nadiad,y,gujarat,inndd,in
nagaon,y,assam,innga,in
nagappattinam,y,tamil nadu,innpt,in
nagapur,y,maharashtra,innpr,in
nagarkata lcs,y,west bengal,inngk,in
nagaur,y,rajasthan,innau,in
nagercoil,y,tamil nadu,inngc,in
nagpur,y,maharashtra,innag,in
nainital,y,uttarakhand,innat,in
najibabad,y,uttar pradesh,innjd,in
nalagarh,y,punjab,innaa,in
nalbari,y,assam,innal,in
namakkal,y,tamil nadu,intnn,in
namkhana,y,west bengal,innkn,in
namkum,y,jharkhand,innmk,in
nampong,y,andhra pradesh,innpg,in
nancowrie,y,andaman and nicobar islands,innan,in
nanded,y,maharashtra,indid,in
nanded,n,nan,inndc,in
nandgaon,y,maharashtra,inndg,in
nasik,y,maharashtra,inisk,in
navabunder,y,gujarat,innvb,in
navaspur,y,andhra pradesh,innvp,in
navi mumbai,y,maharashtra,innmb,in
umbergaon,y,gujarat,insaj,in
navlakhi,y,gujarat,innav,in
nawanshahar,y,jammu and kashmir,inqnw,in
nayagarh,y,odisha,innyg,in
kancheepuram,y,tamil nadu,incnc,in
kancheepuram,y,tamil nadu,incjc,in
neamari stemerghat,y,assam,innmt,in
neemrana,y,rajasthan,inner,in
neemuch,y,madhya pradesh,innem,in
nellore,y,andhra pradesh,innel,in
nepalgunj road,y,uttar pradesh,inngr,in
new delhi,y,nct of delhi,inicd,in
new mangalore,y,karnataka,innml,in
new tuticorin,y,tamil nadu,inntu,in
newapur,y,maharashtra,innwp,in
neyveli,n,nan,innvy,in
bavla,y,gujarat,invln,in
nhava sheva,y,maharashtra,innsa,in
nhave,y,maharashtra,innhv,in
nidadavole,y,andhra pradesh,innid,in
nilgiris,y,tamil nadu,inngi,in
nilokheri,y,haryana,innkr,in
nindakara,y,kerala,innee,in
sriperumbudur,y,tamil nadu,incjn,in
nivti,y,maharashtra,innvt,in
nizamabad,y,andhra pradesh,inniz,in
noida,y,uttar pradesh,innda,in
north sikkim,y,sikkim,innsi,in
thane,y,maharashtra,injnj,in
nuapada,y,odisha,innua,in
nuh,y,haryana,innuh,in
khurda,y,odisha,inkur,in
okha,y,gujarat,inokh,in
old raghna bazar,y,tripura,inrgb,in
ongole,y,andhra pradesh,inong,in
onjal,y,gujarat,inonj,in
gandhidham,y,gujarat,ingao,in
hassan,y,karnataka,inhoi,in
orissa,n,nan,inors,in
osmanabad,n,nan,inomn,in
padi,n,nan,inpdi,in
padra,y,gujarat,ingjt,in
padubidri,y,karnataka,inpdd,in
pakwara,y,uttar pradesh,inmbd,in
pal,y,rajasthan,inpaj,in
palakkad,y,kerala,inpad,in
palamu,y,jharkhand,inpam,in
palani,y,tamil nadu,inpkn,in
palasa,y,andhra pradesh,inpls,in
paldi,y,gujarat,inpld,in
palej,y,gujarat,inplj,in
palghar,y,maharashtra,inpgr,in
palghat,y,kerala,inpal,in
pali,y,rajasthan,inpai,in
palshet,y,maharashtra,inpsh,in
palwal icd,y,haryana,inpwl,in
pamban,y,tamil nadu,inpmb,in
panaji port,y,goa,inpan,in
panchkula,y,haryana,inpna,in
paneli,y,gujarat,in5pa,in
panipat,y,haryana,inpap,in
panipat,y,haryana,inpni,in
panitankit,y,west bengal,inpnt,in
panjim,y,goa,inpnj,in
panna,y,madhya pradesh,inpaa,in
panoli,y,gujarat,innol,in
pantnagar,n,nan,inpgh,in
panvel,y,maharashtra,inpvl,in
paradip garh,y,odisha,inprt,in
paradip port,y,odisha,inppt,in
parantij,y,gujarat,inpjt,in
parbhani,y,maharashtra,inpar,in
parwanoo,y,himachal pradesh,inpwn,in
pasighat,n,nan,inixt,in
patancheru,y,andhra pradesh,inptu,in
